,oid,eid,stayId
78924,5364,2,196
78925,5364,3,453
78926,5364,4,431
78927,5364,5,1243
78928,5364,6,23
78929,5365,0,24
78930,5365,1,1
78931,5365,2,492
78932,5365,3,149
78933,5365,4,6
78934,5365,5,167
78935,5365,6,70
78936,5365,7,7
78937,5365,8,1312
78938,5365,9,60
78939,5365,10,15
78940,5366,0,24
78941,5366,1,10
78942,5366,2,1331
78943,5366,3,1783
78944,5366,4,6
78945,5366,5,7
78946,5366,6,9
78947,5367,0,16
78948,5367,1,17
78949,5367,2,1078
78950,5367,3,1143
78951,5367,4,172
78952,5367,5,28
78953,5367,6,6
78954,5367,7,1145
78955,5367,8,7
78956,5367,9,15
78957,5368,0,0
78958,5368,1,17
78959,5368,2,690
78960,5368,3,325
78961,5368,4,535
78962,5368,5,490
78963,5368,6,6
78964,5368,7,2164
78965,5368,8,7
78966,5368,9,9
78967,5369,0,16
78968,5369,1,17
78969,5369,2,13
78970,5369,3,166
78971,5369,4,6
78972,5369,5,7
78973,5369,6,941
78974,5369,7,15
78975,5370,0,24
78976,5370,1,66
78977,5370,2,1910
78978,5370,3,250
78979,5370,4,530
78980,5370,5,83
78981,5370,6,302
78982,5370,7,123
78983,5370,8,23
78984,5371,0,24
78985,5371,1,10
78986,5371,2,1232
78987,5371,3,261
78988,5371,4,1263
78989,5371,5,539
78990,5371,6,178
78991,5371,7,23
78992,5372,0,0
78993,5372,1,6
78994,5372,2,2395
78995,5372,3,7
78996,5372,4,2396
78997,5372,5,6
78998,5372,6,1191
78999,5372,7,7
79000,5372,8,1714
79001,5372,9,23
79002,5373,0,16
79003,5373,1,17
79004,5373,2,109
79005,5373,3,145
79006,5373,4,313
79007,5373,5,1834
79008,5373,6,633
79009,5373,7,96
79010,5373,8,6
79011,5373,9,7
79012,5373,10,643
79013,5373,11,6
79014,5373,12,667
79015,5373,13,70
79016,5373,14,7
79017,5373,15,1469
79018,5373,16,9
79019,5374,0,0
79020,5374,1,17
79021,5374,2,203
79022,5374,3,6
79023,5374,4,1628
79024,5374,5,7
79025,5374,6,30
79026,5374,7,6
79027,5374,8,2397
79028,5374,9,561
79029,5374,10,1361
79030,5374,11,7
79031,5374,12,43
79032,5374,13,60
79033,5374,14,9
79034,5375,0,24
79035,5375,1,17
79036,5375,2,583
79037,5375,3,19
79038,5375,4,732
79039,5375,5,537
79040,5375,6,21
79041,5375,7,23
79042,5376,0,16
79043,5376,1,17
79044,5376,2,261
79045,5376,3,84
79046,5376,4,1311
79047,5376,5,446
79048,5376,6,316
79049,5376,7,6
79050,5376,8,1080
79051,5376,9,899
79052,5376,10,74
79053,5376,11,7
79054,5376,12,1281
79055,5376,13,295
79056,5376,14,6
79057,5376,15,819
79058,5376,16,7
79059,5376,17,61
79060,5376,18,827
79061,5376,19,23
79062,5377,0,0
79063,5377,1,10
79064,5377,2,732
79065,5377,3,28
79066,5377,4,230
79067,5377,5,6
79068,5377,6,74
79069,5377,7,1040
79070,5377,8,7
79071,5377,9,152
79072,5377,10,83
79073,5377,11,1041
79074,5377,12,6
79075,5377,13,978
79076,5377,14,1045
79077,5377,15,74
79078,5377,16,7
79079,5377,17,25
79080,5377,18,283
79081,5377,19,113
79082,5377,20,1591
79083,5377,21,4
79084,5377,22,1048
79085,5377,23,183
79086,5377,24,1469
79087,5377,25,25
79088,5377,26,23
79089,5378,0,16
79090,5378,1,382
79091,5378,2,201
79092,5378,3,25
79093,5378,4,244
79094,5378,5,6
79095,5378,6,7
79096,5378,7,916
79097,5378,8,83
79098,5378,9,1030
79099,5378,10,23
79100,5379,0,0
79101,5379,1,1
79102,5379,2,115
79103,5379,3,6
79104,5379,4,7
79105,5379,5,750
79106,5379,6,447
79107,5379,7,28
79108,5379,8,1030
79109,5379,9,6
79110,5379,10,7
79111,5379,11,23
79112,5380,0,0
79113,5380,1,1
79114,5380,2,295
79115,5380,3,6
79116,5380,4,1050
79117,5380,5,7
79118,5380,6,542
79119,5380,7,6
79120,5380,8,74
79121,5380,9,2104
79122,5380,10,711
79123,5380,11,130
79124,5380,12,1485
79125,5380,13,7
79126,5380,14,43
79127,5380,15,21
79128,5380,16,83
79129,5380,17,9
79130,5381,0,16
79131,5381,1,17
79132,5381,2,115
79133,5381,3,68
79134,5381,4,1060
79135,5381,5,119
79136,5381,6,6
79137,5381,7,304
79138,5381,8,326
79139,5381,9,344
79140,5381,10,7
79141,5381,11,351
79142,5381,12,133
79143,5381,13,187
79144,5381,14,6
79145,5381,15,500
79146,5381,16,70
79147,5381,17,7
79148,5381,18,2124
79149,5381,19,6
79150,5381,20,7
79151,5381,21,15
79152,5382,0,24
79153,5382,1,17
79154,5382,2,2199
79155,5382,3,1269
79156,5382,4,612
79157,5382,5,153
79158,5382,6,446
79159,5382,7,6
79160,5382,8,37
79161,5382,9,7
79162,5382,10,60
79163,5382,11,191
79164,5382,12,164
79165,5382,13,6
79166,5382,14,1553
79167,5382,15,7
79168,5382,16,1224
79169,5382,17,6
79170,5382,18,7
79171,5382,19,1066
79172,5382,20,6
79173,5382,21,552
79174,5382,22,7
79175,5382,23,329
79176,5382,24,2181
79177,5382,25,23
79178,5383,0,0
79179,5383,1,1
79180,5383,2,1346
79181,5383,3,6
79182,5383,4,2285
79183,5383,5,1052
79184,5383,6,7
79185,5383,7,23
79186,5384,0,0
79187,5384,1,17
79188,5384,2,1584
79189,5384,3,878
79190,5384,4,1834
79191,5384,5,188
79192,5384,6,9
79193,5385,0,0
79194,5385,1,10
79195,5385,2,82
79196,5385,3,627
79197,5385,4,83
79198,5385,5,347
79199,5385,6,410
79200,5385,7,6
79201,5385,8,672
79202,5385,9,74
79203,5385,10,1650
79204,5385,11,7
79205,5385,12,810
79206,5385,13,21
79207,5385,14,83
79208,5385,15,1036
79209,5385,16,253
79210,5385,17,296
79211,5385,18,9
79212,5386,0,0
79213,5386,1,10
79214,5386,2,278
79215,5386,3,325
79216,5386,4,1343
79217,5386,5,6
79218,5386,6,712
79219,5386,7,70
79220,5386,8,7
79221,5386,9,846
79222,5386,10,6
79223,5386,11,7
79224,5386,12,9
79225,5387,0,0
79226,5387,1,10
79227,5387,2,431
79228,5387,3,1529
79229,5387,4,9
79230,5388,0,24
79231,5388,1,66
79232,5388,2,1783
79233,5388,3,1834
79234,5388,4,1010
79235,5388,5,25
79236,5388,6,1314
79237,5388,7,6
79238,5388,8,632
79239,5388,9,7
79240,5388,10,276
79241,5388,11,906
79242,5388,12,23
79243,5389,0,16
79244,5389,1,66
79245,5389,2,210
79246,5389,3,153
79247,5389,4,83
79248,5389,5,268
79249,5389,6,475
79250,5389,7,6
79251,5389,8,129
79252,5389,9,7
79253,5389,10,1058
79254,5389,11,6
79255,5389,12,1541
79256,5389,13,7
79257,5389,14,214
79258,5389,15,25
79259,5389,16,466
79260,5389,17,295
79261,5389,18,6
79262,5389,19,504
79263,5389,20,70
79264,5389,21,7
79265,5389,22,1312
79266,5389,23,6
79267,5389,24,7
79268,5389,25,23
79269,5390,0,0
79270,5390,1,10
79271,5390,2,1332
79272,5390,3,29
79273,5390,4,537
79274,5390,5,53
79275,5390,6,6
79276,5390,7,74
79277,5390,8,7
79278,5390,9,943
79279,5390,10,1041
79280,5390,11,15
79281,5391,0,47
79282,5391,1,48
79283,5391,2,649
79284,5391,3,421
79285,5391,4,779
79286,5391,5,524
79287,5391,6,51
79288,5391,7,786
79289,5391,8,52
79290,5391,9,403
79291,5391,10,2241
79292,5391,11,109
79293,5391,12,1635
79294,5391,13,227
79295,5391,14,43
79296,5391,15,51
79297,5391,16,52
79298,5391,17,925
79299,5391,18,51
79300,5391,19,2147
79301,5391,20,1499
79302,5391,21,52
79303,5391,22,65
79304,5392,0,24
79305,5392,1,17
79306,5392,2,2398
79307,5392,3,431
79308,5392,4,454
79309,5392,5,4
79310,5392,6,164
79311,5392,7,2399
79312,5392,8,15
79313,5393,0,24
79314,5393,1,1
79315,5393,2,25
79316,5393,3,158
79317,5393,4,535
79318,5393,5,163
79319,5393,6,267
79320,5393,7,9
79321,5394,0,16
79322,5394,1,612
79323,5394,2,336
79324,5394,3,40
79325,5394,4,535
79326,5394,5,6
79327,5394,6,7
79328,5394,7,401
79329,5394,8,23
79330,5395,0,47
79331,5395,1,48
79332,5395,2,461
79333,5395,3,157
79334,5395,4,614
79335,5395,5,797
79336,5395,6,91
79337,5395,7,461
79338,5395,8,362
79339,5395,9,51
79340,5395,10,991
79341,5395,11,52
79342,5395,12,501
79343,5395,13,163
79344,5395,14,995
79345,5395,15,278
79346,5395,16,1224
79347,5395,17,979
79348,5395,18,2115
79349,5395,19,993
79350,5395,20,51
79351,5395,21,2246
79352,5395,22,448
79353,5395,23,52
79354,5395,24,65
79355,5396,0,0
79356,5396,1,10
79357,5396,2,768
79358,5396,3,119
79359,5396,4,25
79360,5396,5,56
79361,5396,6,938
79362,5396,7,23
79363,5397,0,0
79364,5397,1,17
79365,5397,2,1132
79366,5397,3,1452
79367,5397,4,25
79368,5397,5,6
79369,5397,6,850
79370,5397,7,70
79371,5397,8,7
79372,5397,9,2176
79373,5397,10,15
79374,5398,0,0
79375,5398,1,6
79376,5398,2,7
79377,5398,3,200
79378,5398,4,156
79379,5398,5,67
79380,5398,6,358
79381,5398,7,23
79382,5399,0,16
79383,5399,1,17
79384,5399,2,1078
79385,5399,3,349
79386,5399,4,172
79387,5399,5,336
79388,5399,6,187
79389,5399,7,6
79390,5399,8,7
79391,5399,9,804
79392,5399,10,6
79393,5399,11,7
79394,5399,12,806
79395,5399,13,6
79396,5399,14,647
79397,5399,15,1157
79398,5399,16,41
79399,5399,17,7
79400,5399,18,2400
79401,5399,19,1605
79402,5399,20,1253
79403,5399,21,1074
79404,5399,22,43
79405,5399,23,1093
79406,5399,24,244
79407,5399,25,23
79408,5400,0,47
79409,5400,1,49
79410,5400,2,219
79411,5400,3,779
79412,5400,4,1068
79413,5400,5,51
79414,5400,6,350
79415,5400,7,52
79416,5400,8,60
79417,5400,9,133
79418,5400,10,651
79419,5400,11,1307
79420,5400,12,465
79421,5400,13,2109
79422,5400,14,740
79423,5400,15,51
79424,5400,16,2237
79425,5400,17,744
79426,5400,18,52
79427,5400,19,65
79428,5401,0,47
79429,5401,1,740
79430,5401,2,1068
79431,5401,3,462
79432,5401,4,49
79433,5401,5,646
79434,5401,6,51
79435,5401,7,939
79436,5401,8,52
79437,5401,9,325
79438,5401,10,1948
79439,5401,11,1771
79440,5401,12,336
79441,5401,13,740
79442,5401,14,61
79443,5401,15,818
79444,5401,16,65
79445,5402,0,0
79446,5402,1,17
79447,5402,2,6
79448,5402,3,1814
79449,5402,4,7
79450,5402,5,702
79451,5402,6,73
79452,5402,7,83
79453,5402,8,357
79454,5402,9,210
79455,5402,10,6
79456,5402,11,786
79457,5402,12,130
79458,5402,13,305
79459,5402,14,7
79460,5402,15,810
79461,5402,16,6
79462,5402,17,130
79463,5402,18,504
79464,5402,19,70
79465,5402,20,7
79466,5402,21,96
79467,5402,22,981
79468,5402,23,25
79469,5402,24,451
79470,5402,25,9
79471,5403,0,16
79472,5403,1,66
79473,5403,2,249
79474,5403,3,168
79475,5403,4,359
79476,5403,5,332
79477,5403,6,910
79478,5403,7,23
79479,5404,0,0
79480,5404,1,10
79481,5404,2,187
79482,5404,3,113
79483,5404,4,477
79484,5404,5,25
79485,5404,6,198
79486,5404,7,1949
79487,5404,8,4
79488,5404,9,6
79489,5404,10,853
79490,5404,11,7
79491,5404,12,605
79492,5404,13,4
79493,5404,14,23
79494,5405,0,24
79495,5405,1,17
79496,5405,2,1722
79497,5405,3,524
79498,5405,4,1068
79499,5405,5,419
79500,5405,6,220
79501,5405,7,1068
79502,5405,8,6
79503,5405,9,37
79504,5405,10,7
79505,5405,11,4
79506,5405,12,5
79507,5405,13,2401
79508,5405,14,684
79509,5405,15,83
79510,5405,16,1189
79511,5405,17,676
79512,5405,18,25
79513,5405,19,6
79514,5405,20,2347
79515,5405,21,786
79516,5405,22,7
79517,5405,23,15
79518,5406,0,24
79519,5406,1,10
79520,5406,2,612
79521,5406,3,35
79522,5406,4,516
79523,5406,5,677
79524,5406,6,478
79525,5406,7,89
79526,5406,8,6
79527,5406,9,1027
79528,5406,10,7
79529,5406,11,398
79530,5406,12,325
79531,5406,13,6
79532,5406,14,167
79533,5406,15,7
79534,5406,16,1591
79535,5406,17,802
79536,5406,18,296
79537,5406,19,23
79538,5407,0,16
79539,5407,1,66
79540,5407,2,249
79541,5407,3,20
79542,5407,4,253
79543,5407,5,6
79544,5407,6,7
79545,5407,7,67
79546,5407,8,123
79547,5407,9,6
79548,5407,10,1080
79549,5407,11,7
79550,5407,12,9
79551,5408,0,24
79552,5408,1,1
79553,5408,2,1311
79554,5408,3,1617
79555,5408,4,1124
79556,5408,5,25
79557,5408,6,453
79558,5408,7,198
79559,5408,8,6
79560,5408,9,74
79561,5408,10,853
79562,5408,11,7
79563,5408,12,2110
79564,5408,13,1966
79565,5408,14,23
79566,5409,0,0
79567,5409,1,66
79568,5409,2,6
79569,5409,3,93
79570,5409,4,424
79571,5409,5,130
79572,5409,6,7
79573,5409,7,6
79574,5409,8,1370
79575,5409,9,7
79576,5409,10,405
79577,5409,11,21
79578,5409,12,23
79579,5410,0,24
79580,5410,1,66
79581,5410,2,878
79582,5410,3,909
79583,5410,4,21
79584,5410,5,275
79585,5410,6,206
79586,5410,7,492
79587,5410,8,736
79588,5410,9,4
79589,5410,10,6
79590,5410,11,604
79591,5410,12,70
79592,5410,13,7
79593,5410,14,2170
79594,5410,15,25
79595,5410,16,9
79596,5411,0,0
79597,5411,1,1
79598,5411,2,806
79599,5411,3,101
79600,5411,4,154
79601,5411,5,139
79602,5411,6,101
79603,5411,7,409
79604,5411,8,6
79605,5411,9,479
79606,5411,10,308
79607,5411,11,7
79608,5411,12,825
79609,5411,13,1311
79610,5411,14,214
79611,5411,15,307
79612,5411,16,109
79613,5411,17,453
79614,5411,18,6
79615,5411,19,147
79616,5411,20,70
79617,5411,21,7
79618,5411,22,329
79619,5411,23,2273
79620,5411,24,15
79621,5412,0,16
79622,5412,1,17
79623,5412,2,428
79624,5412,3,1450
79625,5412,4,535
79626,5412,5,25
79627,5412,6,417
79628,5412,7,581
79629,5412,8,6
79630,5412,9,1326
79631,5412,10,247
79632,5412,11,7
79633,5412,12,1248
79634,5412,13,447
79635,5412,14,25
79636,5412,15,133
79637,5412,16,6
79638,5412,17,234
79639,5412,18,7
79640,5412,19,1298
79641,5412,20,25
79642,5412,21,799
79643,5412,22,1063
79644,5412,23,411
79645,5412,24,2120
79646,5412,25,1036
79647,5412,26,4
79648,5412,27,15
79649,5413,0,0
79650,5413,1,10
79651,5413,2,2103
79652,5413,3,101
79653,5413,4,73
79654,5413,5,206
79655,5413,6,916
79656,5413,7,1005
79657,5413,8,6
79658,5413,9,647
79659,5413,10,1045
79660,5413,11,7
79661,5413,12,1761
79662,5413,13,327
79663,5413,14,198
79664,5413,15,91
79665,5413,16,398
79666,5413,17,207
79667,5413,18,15
79668,5414,0,24
79669,5414,1,10
79670,5414,2,492
79671,5414,3,878
79672,5414,4,1081
79673,5414,5,23
79674,5415,0,24
79675,5415,1,10
79676,5415,2,56
79677,5415,3,417
79678,5415,4,23
79679,5416,0,24
79680,5416,1,10
79681,5416,2,916
79682,5416,3,126
79683,5416,4,154
79684,5416,5,549
79685,5416,6,742
79686,5416,7,84
79687,5416,8,6
79688,5416,9,647
79689,5416,10,74
79690,5416,11,502
79691,5416,12,74
79692,5416,13,7
79693,5416,14,443
79694,5416,15,466
79695,5416,16,453
79696,5416,17,6
79697,5416,18,673
79698,5416,19,70
79699,5416,20,7
79700,5416,21,96
79701,5416,22,25
79702,5416,23,1711
79703,5416,24,9
79704,5417,0,0
79705,5417,1,10
79706,5417,2,313
79707,5417,3,1311
79708,5417,4,23
79709,5418,0,24
79710,5418,1,10
79711,5418,2,5
79712,5418,3,417
79713,5418,4,952
79714,5418,5,194
79715,5418,6,931
79716,5418,7,691
79717,5418,8,389
79718,5418,9,9
79719,5419,0,0
79720,5419,1,17
79721,5419,2,111
79722,5419,3,310
79723,5419,4,6
79724,5419,5,1488
79725,5419,6,7
79726,5419,7,435
79727,5419,8,29
79728,5419,9,9
79729,5420,0,0
79730,5420,1,66
79731,5420,2,626
79732,5420,3,269
79733,5420,4,6
79734,5420,5,7
79735,5420,6,349
79736,5420,7,446
79737,5420,8,84
79738,5420,9,6
79739,5420,10,2402
79740,5420,11,7
79741,5420,12,830
79742,5420,13,145
79743,5420,14,91
79744,5420,15,450
79745,5420,16,2195
79746,5420,17,417
79747,5420,18,23
79748,5421,0,0
79749,5421,1,1
79750,5421,2,804
79751,5421,3,560
79752,5421,4,612
79753,5421,5,172
79754,5421,6,169
79755,5421,7,9
79756,5422,0,16
79757,5422,1,10
79758,5422,2,403
79759,5422,3,116
79760,5422,4,313
79761,5422,5,678
79762,5422,6,23
79763,5423,0,0
79764,5423,1,1
79765,5423,2,23
79766,5424,0,0
79767,5424,1,109
79768,5424,2,1959
79769,5424,3,417
79770,5424,4,6
79771,5424,5,70
79772,5424,6,7
79773,5424,7,1102
79774,5424,8,109
79775,5424,9,15
79776,5425,0,47
79777,5425,1,648
79778,5425,2,461
79779,5425,3,646
79780,5425,4,542
79781,5425,5,727
79782,5425,6,50
79783,5425,7,51
79784,5425,8,185
79785,5425,9,52
79786,5425,10,206
79787,5425,11,790
79788,5425,12,1088
79789,5425,13,349
79790,5425,14,48
79791,5425,15,8
79792,5425,16,221
79793,5425,17,51
79794,5425,18,2365
79795,5425,19,52
79796,5425,20,65
79797,5426,0,16
79798,5426,1,66
79799,5426,2,164
79800,5426,3,201
79801,5426,4,496
79802,5426,5,169
79803,5426,6,12
79804,5426,7,6
79805,5426,8,320
79806,5426,9,1100
79807,5426,10,41
79808,5426,11,7
79809,5426,12,327
79810,5426,13,1058
79811,5426,14,113
79812,5426,15,6
79813,5426,16,79
79814,5426,17,70
79815,5426,18,7
79816,5426,19,190
79817,5426,20,9
79818,5427,0,16
79819,5427,1,66
79820,5427,2,4
79821,5427,3,1243
79822,5427,4,230
79823,5427,5,397
79824,5427,6,21
79825,5427,7,638
79826,5427,8,624
79827,5427,9,9
79828,5428,0,0
79829,5428,1,17
79830,5428,2,40
79831,5428,3,89
79832,5428,4,560
79833,5428,5,85
79834,5428,6,204
79835,5428,7,153
79836,5428,8,6
79837,5428,9,7
79838,5428,10,768
79839,5428,11,23
79840,5429,0,0
79841,5429,1,10
79842,5429,2,84
79843,5429,3,497
79844,5429,4,4
79845,5429,5,387
79846,5429,6,200
79847,5429,7,249
79848,5429,8,6
79849,5429,9,829
79850,5429,10,74
79851,5429,11,502
79852,5429,12,7
79853,5429,13,149
79854,5429,14,25
79855,5429,15,315
79856,5429,16,4
79857,5429,17,6
79858,5429,18,70
79859,5429,19,7
79860,5429,20,769
79861,5429,21,15
79862,5430,0,0
79863,5430,1,1
79864,5430,2,265
79865,5430,3,258
79866,5430,4,126
79867,5430,5,208
79868,5430,6,19
79869,5430,7,6
79870,5430,8,2403
79871,5430,9,672
79872,5430,10,130
79873,5430,11,7
79874,5430,12,772
79875,5430,13,194
79876,5430,14,336
79877,5430,15,25
79878,5430,16,480
79879,5430,17,418
79880,5430,18,23
79881,5431,0,0
79882,5431,1,1
79883,5431,2,583
79884,5431,3,702
79885,5431,4,154
79886,5431,5,21
79887,5431,6,548
79888,5431,7,409
79889,5431,8,6
79890,5431,9,517
79891,5431,10,74
79892,5431,11,1184
79893,5431,12,7
79894,5431,13,996
79895,5431,14,25
79896,5431,15,394
79897,5431,16,25
79898,5431,17,6
79899,5431,18,822
79900,5431,19,70
79901,5431,20,7
79902,5431,21,61
79903,5431,22,906
79904,5431,23,15
79905,5432,0,16
79906,5432,1,1
79907,5432,2,453
79908,5432,3,316
79909,5432,4,429
79910,5432,5,6
79911,5432,6,127
79912,5432,7,7
79913,5432,8,916
79914,5432,9,156
79915,5432,10,6
79916,5432,11,526
79917,5432,12,38
79918,5432,13,7
79919,5432,14,225
79920,5432,15,6
79921,5432,16,7
79922,5432,17,60
79923,5432,18,145
79924,5432,19,315
79925,5432,20,6
79926,5432,21,757
79927,5432,22,7
79928,5432,23,329
79929,5432,24,1712
79930,5432,25,23
79931,5433,0,0
79932,5433,1,6
79933,5433,2,7
79934,5433,3,703
79935,5433,4,1059
79936,5433,5,6
79937,5433,6,130
79938,5433,7,7
79939,5433,8,638
79940,5433,9,269
79941,5433,10,6
79942,5433,11,279
79943,5433,12,7
79944,5433,13,4
79945,5433,14,283
79946,5433,15,21
79947,5433,16,477
79948,5433,17,942
79949,5433,18,6
79950,5433,19,74
79951,5433,20,1326
79952,5433,21,70
79953,5433,22,7
79954,5433,23,861
79955,5433,24,188
79956,5433,25,15
79957,5434,0,47
79958,5434,1,221
79959,5434,2,727
79960,5434,3,797
79961,5434,4,60
79962,5434,5,1182
79963,5434,6,524
79964,5434,7,51
79965,5434,8,959
79966,5434,9,52
79967,5434,10,403
79968,5434,11,2052
79969,5434,12,60
79970,5434,13,603
79971,5434,14,1163
79972,5434,15,48
79973,5434,16,2114
79974,5434,17,993
79975,5434,18,51
79976,5434,19,2142
79977,5434,20,1590
79978,5434,21,52
79979,5434,22,65
79980,5435,0,24
79981,5435,1,10
79982,5435,2,370
79983,5435,3,82
79984,5435,4,249
79985,5435,5,879
79986,5435,6,321
79987,5435,7,6
79988,5435,8,959
79989,5435,9,7
79990,5435,10,83
79991,5435,11,1449
79992,5435,12,313
79993,5435,13,720
79994,5435,14,56
79995,5435,15,191
79996,5435,16,6
79997,5435,17,1158
79998,5435,18,70
79999,5435,19,7
80000,5435,20,2109
80001,5435,21,6
80002,5435,22,7
80003,5435,23,15
80004,5436,0,0
80005,5436,1,10
80006,5436,2,201
80007,5436,3,703
80008,5436,4,6
80009,5436,5,130
80010,5436,6,7
80011,5436,7,168
80012,5436,8,594
80013,5436,9,23
80014,5437,0,0
80015,5437,1,66
80016,5437,2,492
80017,5437,3,358
80018,5437,4,258
80019,5437,5,91
80020,5437,6,1030
80021,5437,7,332
80022,5437,8,6
80023,5437,9,366
80024,5437,10,885
80025,5437,11,344
80026,5437,12,7
80027,5437,13,1525
80028,5437,14,6
80029,5437,15,406
80030,5437,16,70
80031,5437,17,7
80032,5437,18,2109
80033,5437,19,417
80034,5437,20,6
80035,5437,21,41
80036,5437,22,7
80037,5437,23,15
80038,5438,0,0
80039,5438,1,66
80040,5438,2,83
80041,5438,3,313
80042,5438,4,15
80043,5439,0,16
80044,5439,1,66
80045,5439,2,1374
80046,5439,3,431
80047,5439,4,15
80048,5440,0,0
80049,5440,1,17
80050,5440,2,1450
80051,5440,3,431
80052,5440,4,6
80053,5440,5,7
80054,5440,6,15
80055,5441,0,24
80056,5441,1,1
80057,5441,2,116
80058,5441,3,336
80059,5441,4,269
80060,5441,5,26
80061,5441,6,153
80062,5441,7,89
80063,5441,8,6
80064,5441,9,37
80065,5441,10,1184
80066,5441,11,7
80067,5441,12,39
80068,5441,13,206
80069,5441,14,6
80070,5441,15,661
80071,5441,16,70
80072,5441,17,7
80073,5441,18,63
80074,5441,19,874
80075,5441,20,23
80076,5442,0,0
80077,5442,1,17
80078,5442,2,943
80079,5442,3,302
80080,5442,4,78
80081,5442,5,638
80082,5442,6,478
80083,5442,7,6
80084,5442,8,1315
80085,5442,9,7
80086,5442,10,91
80087,5442,11,311
80088,5442,12,1783
80089,5442,13,539
80090,5442,14,2342
80091,5442,15,61
80092,5442,16,6
80093,5442,17,7
80094,5442,18,605
80095,5442,19,417
80096,5442,20,6
80097,5442,21,632
80098,5442,22,7
80099,5442,23,2110
80100,5442,24,6
80101,5442,25,667
80102,5442,26,7
80103,5442,27,9
80104,5443,0,24
80105,5443,1,66
80106,5443,2,208
80107,5443,3,101
80108,5443,4,53
80109,5443,5,612
80110,5443,6,230
80111,5443,7,916
80112,5443,8,6
80113,5443,9,108
80114,5443,10,7
80115,5443,11,844
80116,5443,12,6
80117,5443,13,7
80118,5443,14,23
80119,5444,0,0
80120,5444,1,10
80121,5444,2,188
80122,5444,3,149
80123,5444,4,799
80124,5444,5,6
80125,5444,6,1680
80126,5444,7,7
80127,5444,8,80
80128,5444,9,15
80129,5445,0,0
80130,5445,1,66
80131,5445,2,23
80132,5446,0,16
80133,5446,1,1
80134,5446,2,57
80135,5446,3,6
80136,5446,4,7
80137,5446,5,535
80138,5446,6,403
80139,5446,7,492
80140,5446,8,23
80141,5447,0,0
80142,5447,1,1
80143,5447,2,1060
80144,5447,3,429
80145,5447,4,83
80146,5447,5,390
80147,5447,6,89
80148,5447,7,6
80149,5447,8,622
80150,5447,9,74
80151,5447,10,562
80152,5447,11,7
80153,5447,12,351
80154,5447,13,21
80155,5447,14,1226
80156,5447,15,2124
80157,5447,16,387
80158,5447,17,325
80159,5447,18,15
80160,5448,0,16
80161,5448,1,17
80162,5448,2,910
80163,5448,3,331
80164,5448,4,83
80165,5448,5,879
80166,5448,6,624
80167,5448,7,6
80168,5448,8,400
80169,5448,9,74
80170,5448,10,7
80171,5448,11,15
80172,5449,0,0
80173,5449,1,66
80174,5449,2,638
80175,5449,3,250
80176,5449,4,1056
80177,5449,5,119
80178,5449,6,6
80179,5449,7,247
80180,5449,8,1541
80181,5449,9,7
80182,5449,10,952
80183,5449,11,453
80184,5449,12,262
80185,5449,13,4
80186,5449,14,133
80187,5449,15,6
80188,5449,16,352
80189,5449,17,70
80190,5449,18,7
80191,5449,19,2114
80192,5449,20,6
80193,5449,21,1488
80194,5449,22,7
80195,5449,23,9
80196,5450,0,24
80197,5450,1,17
80198,5450,2,1058
80199,5450,3,23
80200,5451,0,16
80201,5451,1,10
80202,5451,2,253
80203,5451,3,516
80204,5451,4,742
80205,5451,5,703
80206,5451,6,478
80207,5451,7,23
80208,5452,0,0
80209,5452,1,17
80210,5452,2,674
80211,5452,3,446
80212,5452,4,208
80213,5452,5,6
80214,5452,6,1390
80215,5452,7,7
80216,5452,8,493
80217,5452,9,115
80218,5452,10,6
80219,5452,11,448
80220,5452,12,1283
80221,5452,13,7
80222,5452,14,1463
80223,5452,15,1298
80224,5452,16,865
80225,5452,17,109
80226,5452,18,164
80227,5452,19,6
80228,5452,20,757
80229,5452,21,7
80230,5452,22,2115
80231,5452,23,802
80232,5452,24,9
80233,5453,0,0
80234,5453,1,1
80235,5453,2,203
80236,5453,3,203
80237,5453,4,45
80238,5453,5,23
80239,5454,0,0
80240,5454,1,66
80241,5454,2,1058
80242,5454,3,145
80243,5454,4,1311
80244,5454,5,431
80245,5454,6,15
80246,5455,0,0
80247,5455,1,10
80248,5455,2,338
80249,5455,3,501
80250,5455,4,145
80251,5455,5,313
80252,5455,6,1243
80253,5455,7,23
80254,5456,0,24
80255,5456,1,1
80256,5456,2,1561
80257,5456,3,564
80258,5456,4,15
80259,5457,0,0
80260,5457,1,17
80261,5457,2,62
80262,5457,3,116
80263,5457,4,398
80264,5457,5,193
80265,5457,6,6
80266,5457,7,130
80267,5457,8,70
80268,5457,9,7
80269,5457,10,892
80270,5457,11,6
80271,5457,12,7
80272,5457,13,23
80273,5458,0,0
80274,5458,1,66
80275,5458,2,1311
80276,5458,3,1226
80277,5458,4,15
80278,5459,0,0
80279,5459,1,66
80280,5459,2,541
80281,5459,3,6
80282,5459,4,212
80283,5459,5,7
80284,5459,6,15
80285,5460,0,0
80286,5460,1,10
80287,5460,2,354
80288,5460,3,318
80289,5460,4,6
80290,5460,5,1860
80291,5460,6,7
80292,5460,7,938
80293,5460,8,6
80294,5460,9,1814
80295,5460,10,479
80296,5460,11,1028
80297,5460,12,7
80298,5460,13,2312
80299,5460,14,267
80300,5460,15,43
80301,5460,16,501
80302,5460,17,137
80303,5460,18,466
80304,5460,19,198
