,oid,eid,stayId
33033,2264,2,798
33034,2264,3,1066
33035,2264,4,43
33036,2264,5,501
33037,2264,6,275
33038,2264,7,23
33039,2265,0,24
33040,2265,1,6
33041,2265,2,1799
33042,2265,3,7
33043,2265,4,1914
33044,2265,5,6
33045,2265,6,379
33046,2265,7,7
33047,2265,8,1915
33048,2265,9,9
33049,2266,0,0
33050,2266,1,1
33051,2266,2,390
33052,2266,3,397
33053,2266,4,83
33054,2266,5,1064
33055,2266,6,6
33056,2266,7,260
33057,2266,8,1045
33058,2266,9,7
33059,2266,10,83
33060,2266,11,21
33061,2266,12,539
33062,2266,13,900
33063,2266,14,512
33064,2266,15,6
33065,2266,16,130
33066,2266,17,875
33067,2266,18,7
33068,2266,19,6
33069,2266,20,859
33070,2266,21,7
33071,2266,22,23
33072,2267,0,47
33073,2267,1,48
33074,2267,2,49
33075,2267,3,727
33076,2267,4,21
33077,2267,5,727
33078,2267,6,270
33079,2267,7,1205
33080,2267,8,25
33081,2267,9,51
33082,2267,10,272
33083,2267,11,74
33084,2267,12,52
33085,2267,13,65
33086,2268,0,0
33087,2268,1,10
33088,2268,2,1327
33089,2268,3,278
33090,2268,4,84
33091,2268,5,83
33092,2268,6,230
33093,2268,7,270
33094,2268,8,747
33095,2268,9,6
33096,2268,10,744
33097,2268,11,7
33098,2268,12,9
33099,2269,0,0
33100,2269,1,17
33101,2269,2,415
33102,2269,3,178
33103,2269,4,357
33104,2269,5,717
33105,2269,6,102
33106,2269,7,30
33107,2269,8,6
33108,2269,9,455
33109,2269,10,7
33110,2269,11,1757
33111,2269,12,6
33112,2269,13,372
33113,2269,14,7
33114,2269,15,15
33115,2270,0,24
33116,2270,1,66
33117,2270,2,679
33118,2270,3,35
33119,2270,4,152
33120,2270,5,21
33121,2270,6,25
33122,2270,7,371
33123,2270,8,6
33124,2270,9,247
33125,2270,10,130
33126,2270,11,308
33127,2270,12,7
33128,2270,13,336
33129,2270,14,4
33130,2270,15,691
33131,2270,16,724
33132,2270,17,4
33133,2270,18,1048
33134,2270,19,61
33135,2270,20,6
33136,2270,21,985
33137,2270,22,74
33138,2270,23,7
33139,2270,24,15
33140,2271,0,24
33141,2271,1,1345
33142,2271,2,1916
33143,2271,3,84
33144,2271,4,9
33145,2272,0,24
33146,2272,1,66
33147,2272,2,275
33148,2272,3,929
33149,2272,4,387
33150,2272,5,61
33151,2272,6,196
33152,2272,7,736
33153,2272,8,15
33154,2273,0,16
33155,2273,1,1
33156,2273,2,255
33157,2273,3,312
33158,2273,4,560
33159,2273,5,269
33160,2273,6,542
33161,2273,7,774
33162,2273,8,6
33163,2273,9,37
33164,2273,10,7
33165,2273,11,9
33166,2274,0,24
33167,2274,1,1
33168,2274,2,139
33169,2274,3,1432
33170,2274,4,6
33171,2274,5,108
33172,2274,6,7
33173,2274,7,15
33174,2275,0,0
33175,2275,1,1388
33176,2275,2,25
33177,2275,3,165
33178,2275,4,25
33179,2275,5,5
33180,2275,6,6
33181,2275,7,7
33182,2275,8,827
33183,2275,9,15
33184,2276,0,47
33185,2276,1,1033
33186,2276,2,779
33187,2276,3,462
33188,2276,4,220
33189,2276,5,21
33190,2276,6,51
33191,2276,7,74
33192,2276,8,52
33193,2276,9,363
33194,2276,10,51
33195,2276,11,424
33196,2276,12,130
33197,2276,13,52
33198,2276,14,865
33199,2276,15,726
33200,2276,16,195
33201,2276,17,21
33202,2276,18,915
33203,2276,19,262
33204,2276,20,216
33205,2276,21,597
33206,2276,22,4
33207,2276,23,65
33208,2277,0,24
33209,2277,1,17
33210,2277,2,447
33211,2277,3,1348
33212,2277,4,172
33213,2277,5,208
33214,2277,6,270
33215,2277,7,1917
33216,2277,8,6
33217,2277,9,438
33218,2277,10,7
33219,2277,11,23
33220,2278,0,0
33221,2278,1,10
33222,2278,2,321
33223,2278,3,302
33224,2278,4,359
33225,2278,5,299
33226,2278,6,982
33227,2278,7,6
33228,2278,8,324
33229,2278,9,7
33230,2278,10,349
33231,2278,11,593
33232,2278,12,6
33233,2278,13,326
33234,2278,14,7
33235,2278,15,1631
33236,2278,16,466
33237,2278,17,109
33238,2278,18,501
33239,2278,19,6
33240,2278,20,352
33241,2278,21,7
33242,2278,22,6
33243,2278,23,1065
33244,2278,24,7
33245,2278,25,15
33246,2279,0,0
33247,2279,1,10
33248,2279,2,6
33249,2279,3,534
33250,2279,4,7
33251,2279,5,182
33252,2279,6,15
33253,2280,0,0
33254,2280,1,10
33255,2280,2,477
33256,2280,3,1078
33257,2280,4,9
33258,2281,0,24
33259,2281,1,1
33260,2281,2,1452
33261,2281,3,847
33262,2281,4,321
33263,2281,5,123
33264,2281,6,53
33265,2281,7,60
33266,2281,8,923
33267,2281,9,6
33268,2281,10,517
33269,2281,11,7
33270,2281,12,15
33271,2282,0,0
33272,2282,1,66
33273,2282,2,25
33274,2282,3,146
33275,2282,4,25
33276,2282,5,253
33277,2282,6,6
33278,2282,7,352
33279,2282,8,7
33280,2282,9,597
33281,2282,10,6
33282,2282,11,7
33283,2282,12,23
33284,2283,0,24
33285,2283,1,1
33286,2283,2,199
33287,2283,3,6
33288,2283,4,7
33289,2283,5,19
33290,2283,6,6
33291,2283,7,7
33292,2283,8,358
33293,2283,9,6
33294,2283,10,130
33295,2283,11,531
33296,2283,12,7
33297,2283,13,121
33298,2283,14,6
33299,2283,15,112
33300,2283,16,7
33301,2283,17,21
33302,2283,18,1756
33303,2283,19,451
33304,2283,20,6
33305,2283,21,808
33306,2283,22,7
33307,2283,23,1379
33308,2283,24,4
33309,2283,25,394
33310,2283,26,6
33311,2283,27,74
33312,2283,28,7
33313,2283,29,1121
33314,2283,30,187
33315,2283,31,23
33316,2284,0,24
33317,2284,1,17
33318,2284,2,6
33319,2284,3,528
33320,2284,4,304
33321,2284,5,7
33322,2284,6,6
33323,2284,7,1012
33324,2284,8,7
33325,2284,9,276
33326,2284,10,91
33327,2284,11,15
33328,2285,0,16
33329,2285,1,17
33330,2285,2,6
33331,2285,3,1467
33332,2285,4,718
33333,2285,5,623
33334,2285,6,7
33335,2285,7,43
33336,2285,8,6
33337,2285,9,41
33338,2285,10,7
33339,2285,11,15
33340,2286,0,24
33341,2286,1,10
33342,2286,2,907
33343,2286,3,916
33344,2286,4,848
33345,2286,5,89
33346,2286,6,349
33347,2286,7,1344
33348,2286,8,6
33349,2286,9,1127
33350,2286,10,7
33351,2286,11,9
33352,2287,0,24
33353,2287,1,17
33354,2287,2,4
33355,2287,3,501
33356,2287,4,1366
33357,2287,5,1071
33358,2287,6,255
33359,2287,7,23
33360,2288,0,0
33361,2288,1,66
33362,2288,2,289
33363,2288,3,168
33364,2288,4,6
33365,2288,5,7
33366,2288,6,560
33367,2288,7,6
33368,2288,8,7
33369,2288,9,30
33370,2288,10,926
33371,2288,11,6
33372,2288,12,279
33373,2288,13,7
33374,2288,14,15
33375,2289,0,0
33376,2289,1,17
33377,2289,2,1345
33378,2289,3,19
33379,2289,4,258
33380,2289,5,349
33381,2289,6,459
33382,2289,7,6
33383,2289,8,723
33384,2289,9,1650
33385,2289,10,7
33386,2289,11,551
33387,2289,12,150
33388,2289,13,164
33389,2289,14,60
33390,2289,15,96
33391,2289,16,6
33392,2289,17,498
33393,2289,18,7
33394,2289,19,9
33395,2290,0,0
33396,2290,1,325
33397,2290,2,447
33398,2290,3,1043
33399,2290,4,1358
33400,2290,5,1918
33401,2290,6,15
33402,2291,0,0
33403,2291,1,10
33404,2291,2,256
33405,2291,3,1919
33406,2291,4,6
33407,2291,5,7
33408,2291,6,1220
33409,2291,7,23
33410,2292,0,24
33411,2292,1,10
33412,2292,2,158
33413,2292,3,879
33414,2292,4,1143
33415,2292,5,594
33416,2292,6,359
33417,2292,7,1269
33418,2292,8,6
33419,2292,9,959
33420,2292,10,74
33421,2292,11,192
33422,2292,12,7
33423,2292,13,798
33424,2292,14,56
33425,2292,15,6
33426,2292,16,130
33427,2292,17,7
33428,2292,18,25
33429,2292,19,6
33430,2292,20,70
33431,2292,21,7
33432,2292,22,61
33433,2292,23,597
33434,2292,24,191
33435,2292,25,15
33436,2293,0,0
33437,2293,1,66
33438,2293,2,196
33439,2293,3,560
33440,2293,4,60
33441,2293,5,187
33442,2293,6,188
33443,2293,7,6
33444,2293,8,7
33445,2293,9,811
33446,2293,10,6
33447,2293,11,444
33448,2293,12,7
33449,2293,13,23
33450,2294,0,0
33451,2294,1,66
33452,2294,2,180
33453,2294,3,152
33454,2294,4,28
33455,2294,5,542
33456,2294,6,6
33457,2294,7,7
33458,2294,8,378
33459,2294,9,6
33460,2294,10,171
33461,2294,11,1752
33462,2294,12,7
33463,2294,13,739
33464,2294,14,307
33465,2294,15,60
33466,2294,16,96
33467,2294,17,676
33468,2294,18,23
33469,2295,0,24
33470,2295,1,66
33471,2295,2,256
33472,2295,3,763
33473,2295,4,702
33474,2295,5,355
33475,2295,6,85
33476,2295,7,109
33477,2295,8,1114
33478,2295,9,6
33479,2295,10,171
33480,2295,11,498
33481,2295,12,7
33482,2295,13,664
33483,2295,14,282
33484,2295,15,981
33485,2295,16,5
33486,2295,17,109
33487,2295,18,63
33488,2295,19,6
33489,2295,20,136
33490,2295,21,7
33491,2295,22,9
33492,2296,0,24
33493,2296,1,33
33494,2296,2,269
33495,2296,3,269
33496,2296,4,349
33497,2296,5,1332
33498,2296,6,303
33499,2296,7,6
33500,2296,8,7
33501,2296,9,15
33502,2297,0,16
33503,2297,1,17
33504,2297,2,145
33505,2297,3,264
33506,2297,4,4
33507,2297,5,501
33508,2297,6,6
33509,2297,7,384
33510,2297,8,7
33511,2297,9,8
33512,2297,10,23
33513,2298,0,16
33514,2298,1,17
33515,2298,2,559
33516,2298,3,19
33517,2298,4,537
33518,2298,5,83
33519,2298,6,1148
33520,2298,7,6
33521,2298,8,815
33522,2298,9,7
33523,2298,10,21
33524,2298,11,173
33525,2298,12,6
33526,2298,13,335
33527,2298,14,7
33528,2298,15,21
33529,2298,16,929
33530,2298,17,1346
33531,2298,18,512
33532,2298,19,6
33533,2298,20,7
33534,2298,21,216
33535,2298,22,6
33536,2298,23,985
33537,2298,24,7
33538,2298,25,23
33539,2299,0,47
33540,2299,1,738
33541,2299,2,1076
33542,2299,3,220
33543,2299,4,780
33544,2299,5,51
33545,2299,6,41
33546,2299,7,52
33547,2299,8,221
33548,2299,9,1183
33549,2299,10,51
33550,2299,11,1383
33551,2299,12,52
33552,2299,13,315
33553,2299,14,935
33554,2299,15,60
33555,2299,16,403
33556,2299,17,1266
33557,2299,18,1920
33558,2299,19,65
33559,2300,0,0
33560,2300,1,17
33561,2300,2,91
33562,2300,3,1774
33563,2300,4,164
33564,2300,5,898
33565,2300,6,6
33566,2300,7,7
33567,2300,8,1048
33568,2300,9,1049
33569,2300,10,133
33570,2300,11,644
33571,2300,12,6
33572,2300,13,7
33573,2300,14,15
33574,2301,0,0
33575,2301,1,1
33576,2301,2,187
33577,2301,3,1517
33578,2301,4,40
33579,2301,5,394
33580,2301,6,194
33581,2301,7,6
33582,2301,8,7
33583,2301,9,608
33584,2301,10,15
33585,2302,0,24
33586,2302,1,66
33587,2302,2,13
33588,2302,3,1528
33589,2302,4,6
33590,2302,5,74
33591,2302,6,127
33592,2302,7,7
33593,2302,8,1121
33594,2302,9,9
33595,2303,0,16
33596,2303,1,66
33597,2303,2,256
33598,2303,3,309
33599,2303,4,390
33600,2303,5,21
33601,2303,6,710
33602,2303,7,30
33603,2303,8,6
33604,2303,9,604
33605,2303,10,7
33606,2303,11,1335
33607,2303,12,83
33608,2303,13,6
33609,2303,14,1046
33610,2303,15,1100
33611,2303,16,130
33612,2303,17,7
33613,2303,18,1321
33614,2303,19,1224
33615,2303,20,4
33616,2303,21,1083
33617,2303,22,244
33618,2303,23,6
33619,2303,24,974
33620,2303,25,7
33621,2303,26,630
33622,2303,27,9
33623,2304,0,0
33624,2304,1,66
33625,2304,2,25
33626,2304,3,6
33627,2304,4,7
33628,2304,5,309
33629,2304,6,409
33630,2304,7,6
33631,2304,8,7
33632,2304,9,493
33633,2304,10,15
33634,2305,0,16
33635,2305,1,1
33636,2305,2,198
33637,2305,3,1215
33638,2305,4,25
33639,2305,5,6
33640,2305,6,395
33641,2305,7,7
33642,2305,8,44
33643,2305,9,23
33644,2306,0,16
33645,2306,1,1
33646,2306,2,6
33647,2306,3,7
33648,2306,4,587
33649,2306,5,848
33650,2306,6,355
33651,2306,7,542
33652,2306,8,204
33653,2306,9,1233
33654,2306,10,6
33655,2306,11,1333
33656,2306,12,130
33657,2306,13,1457
33658,2306,14,74
33659,2306,15,7
33660,2306,16,1921
33661,2306,17,1263
33662,2306,18,216
33663,2306,19,196
33664,2306,20,6
33665,2306,21,406
33666,2306,22,7
33667,2306,23,1922
33668,2306,24,23
33669,2307,0,0
33670,2307,1,1
33671,2307,2,317
33672,2307,3,548
33673,2307,4,594
33674,2307,5,6
33675,2307,6,1923
33676,2307,7,7
33677,2307,8,364
33678,2307,9,6
33679,2307,10,1196
33680,2307,11,7
33681,2307,12,23
33682,2308,0,24
33683,2308,1,1
33684,2308,2,1325
33685,2308,3,6
33686,2308,4,528
33687,2308,5,786
33688,2308,6,344
33689,2308,7,99
33690,2308,8,7
33691,2308,9,216
33692,2308,10,109
33693,2308,11,9
33694,2309,0,24
33695,2309,1,17
33696,2309,2,309
33697,2309,3,123
33698,2309,4,710
33699,2309,5,612
33700,2309,6,439
33701,2309,7,6
33702,2309,8,744
33703,2309,9,340
33704,2309,10,344
33705,2309,11,7
33706,2309,12,1385
33707,2309,13,40
33708,2309,14,579
33709,2309,15,338
33710,2309,16,6
33711,2309,17,340
33712,2309,18,7
33713,2309,19,630
33714,2309,20,23
33715,2310,0,24
33716,2310,1,10
33717,2310,2,6
33718,2310,3,7
33719,2310,4,1071
33720,2310,5,268
33721,2310,6,29
33722,2310,7,6
33723,2310,8,7
33724,2310,9,478
33725,2310,10,83
33726,2310,11,9
33727,2311,0,47
33728,2311,1,460
33729,2311,2,685
33730,2311,3,363
33731,2311,4,361
33732,2311,5,1034
33733,2311,6,51
33734,2311,7,233
33735,2311,8,344
33736,2311,9,52
33737,2311,10,48
33738,2311,11,261
33739,2311,12,1087
33740,2311,13,294
33741,2311,14,349
33742,2311,15,361
33743,2311,16,61
33744,2311,17,795
33745,2311,18,65
33746,2312,0,24
33747,2312,1,1
33748,2312,2,370
33749,2312,3,255
33750,2312,4,6
33751,2312,5,1924
33752,2312,6,7
33753,2312,7,267
33754,2312,8,9
33755,2313,0,0
33756,2313,1,152
33757,2313,2,89
33758,2313,3,6
33759,2313,4,890
33760,2313,5,7
33761,2313,6,1447
33762,2313,7,6
33763,2313,8,561
33764,2313,9,7
33765,2313,10,278
33766,2313,11,6
33767,2313,12,859
33768,2313,13,7
33769,2313,14,1925
33770,2313,15,678
33771,2313,16,405
33772,2313,17,244
33773,2313,18,456
33774,2313,19,23
33775,2314,0,0
33776,2314,1,10
33777,2314,2,610
33778,2314,3,626
33779,2314,4,435
33780,2314,5,83
33781,2314,6,390
33782,2314,7,21
33783,2314,8,270
33784,2314,9,6
33785,2314,10,117
33786,2314,11,7
33787,2314,12,1335
33788,2314,13,6
33789,2314,14,681
33790,2314,15,131
33791,2314,16,7
33792,2314,17,4
33793,2314,18,1232
33794,2314,19,512
33795,2314,20,4
33796,2314,21,1271
33797,2314,22,930
33798,2314,23,4
33799,2314,24,1272
33800,2314,25,4
33801,2314,26,96
33802,2314,27,6
33803,2314,28,940
33804,2314,29,7
33805,2314,30,9
33806,2315,0,47
33807,2315,1,460
33808,2315,2,1204
33809,2315,3,220
33810,2315,4,462
33811,2315,5,91
33812,2315,6,222
33813,2315,7,51
33814,2315,8,1421
33815,2315,9,52
33816,2315,10,221
33817,2315,11,163
33818,2315,12,1175
33819,2315,13,195
33820,2315,14,1347
33821,2315,15,361
33822,2315,16,43
33823,2315,17,361
33824,2315,18,736
33825,2315,19,65
33826,2316,0,16
33827,2316,1,1
33828,2316,2,6
33829,2316,3,689
33830,2316,4,7
33831,2316,5,1030
33832,2316,6,848
33833,2316,7,429
33834,2316,8,83
33835,2316,9,641
33836,2316,10,6
33837,2316,11,279
33838,2316,12,74
33839,2316,13,962
33840,2316,14,7
33841,2316,15,62
33842,2316,16,4
33843,2316,17,278
33844,2316,18,387
33845,2316,19,207
33846,2316,20,83
33847,2316,21,886
33848,2316,22,9
33849,2317,0,47
33850,2317,1,977
33851,2317,2,649
33852,2317,3,109
33853,2317,4,646
33854,2317,5,154
33855,2317,6,650
33856,2317,7,51
33857,2317,8,52
33858,2317,9,65
33859,2318,0,0
33860,2318,1,1
33861,2318,2,1078
33862,2318,3,119
33863,2318,4,321
33864,2318,5,3
33865,2318,6,6
33866,2318,7,7
33867,2318,8,1873
33868,2318,9,6
33869,2318,10,7
33870,2318,11,9
33871,2319,0,0
33872,2319,1,10
33873,2319,2,209
33874,2319,3,194
33875,2319,4,78
33876,2319,5,1214
33877,2319,6,6
33878,2319,7,98
33879,2319,8,7
33880,2319,9,9
33881,2320,0,24
33882,2320,1,17
33883,2320,2,1926
33884,2320,3,645
33885,2320,4,779
33886,2320,5,83
33887,2320,6,361
33888,2320,7,569
33889,2320,8,419
33890,2320,9,9
33891,2321,0,24
33892,2321,1,66
33893,2321,2,6
33894,2321,3,1759
33895,2321,4,7
33896,2321,5,677
33897,2321,6,15
33898,2322,0,0
33899,2322,1,66
33900,2322,2,411
33901,2322,3,228
33902,2322,4,28
33903,2322,5,21
33904,2322,6,309
33905,2322,7,6
33906,2322,8,130
33907,2322,9,708
33908,2322,10,7
33909,2322,11,1006
33910,2322,12,15
33911,2323,0,0
33912,2323,1,1
33913,2323,2,986
33914,2323,3,268
33915,2323,4,548
33916,2323,5,497
33917,2323,6,21
33918,2323,7,6
33919,2323,8,7
33920,2323,9,1025
33921,2323,10,6
33922,2323,11,718
33923,2323,12,7
33924,2323,13,21
33925,2323,14,198
33926,2323,15,5
33927,2323,16,6
33928,2323,17,940
33929,2323,18,7
33930,2323,19,1379
33931,2323,20,4
33932,2323,21,25
33933,2323,22,6
33934,2323,23,984
33935,2323,24,7
33936,2323,25,662
33937,2323,26,23
33938,2324,0,0
33939,2324,1,66
33940,2324,2,357
33941,2324,3,91
33942,2324,4,436
33943,2324,5,627
33944,2324,6,33
33945,2324,7,6
33946,2324,8,171
33947,2324,9,7
33948,2324,10,9
33949,2325,0,0
33950,2325,1,1
33951,2325,2,245
33952,2325,3,11
33953,2325,4,594
33954,2325,5,168
33955,2325,6,109
33956,2325,7,262
33957,2325,8,858
33958,2325,9,6
33959,2325,10,711
33960,2325,11,7
33961,2325,12,91
33962,2325,13,657
33963,2325,14,6
33964,2325,15,725
33965,2325,16,7
33966,2325,17,707
33967,2325,18,398
33968,2325,19,6
33969,2325,20,344
33970,2325,21,7
33971,2325,22,266
33972,2325,23,78
33973,2325,24,23
33974,2326,0,0
33975,2326,1,17
33976,2326,2,116
33977,2326,3,466
33978,2326,4,830
33979,2326,5,6
33980,2326,6,522
33981,2326,7,7
33982,2326,8,405
33983,2326,9,134
33984,2326,10,23
33985,2327,0,24
33986,2327,1,66
33987,2327,2,100
33988,2327,3,451
33989,2327,4,626
33990,2327,5,6
33991,2327,6,7
33992,2327,7,119
33993,2327,8,6
33994,2327,9,604
33995,2327,10,7
33996,2327,11,692
33997,2327,12,6
33998,2327,13,1316
33999,2327,14,174
34000,2327,15,7
34001,2327,16,1049
34002,2327,17,1385
34003,2327,18,1631
34004,2327,19,387
34005,2327,20,261
34006,2327,21,6
34007,2327,22,79
34008,2327,23,7
34009,2327,24,6
34010,2327,25,136
34011,2327,26,7
34012,2327,27,23
34013,2328,0,0
34014,2328,1,10
34015,2328,2,1078
34016,2328,3,83
34017,2328,4,249
34018,2328,5,53
34019,2328,6,743
34020,2328,7,6
34021,2328,8,7
34022,2328,9,15
34023,2329,0,47
34024,2329,1,188
34025,2329,2,1033
34026,2329,3,646
34027,2329,4,976
34028,2329,5,1512
34029,2329,6,51
34030,2329,7,366
34031,2329,8,52
34032,2329,9,65
34033,2330,0,0
34034,2330,1,66
34035,2330,2,451
34036,2330,3,666
34037,2330,4,1095
34038,2330,5,91
34039,2330,6,1505
34040,2330,7,882
34041,2330,8,913
34042,2330,9,23
34043,2331,0,24
34044,2331,1,17
34045,2331,2,158
34046,2331,3,67
34047,2331,4,478
34048,2331,5,153
34049,2331,6,666
34050,2331,7,31
34051,2331,8,6
34052,2331,9,786
34053,2331,10,801
34054,2331,11,41
34055,2331,12,7
34056,2331,13,1294
34057,2331,14,1740
34058,2331,15,1381
34059,2331,16,262
34060,2331,17,666
34061,2331,18,6
34062,2331,19,504
34063,2331,20,7
34064,2331,21,839
34065,2331,22,15
34066,2332,0,0
34067,2332,1,66
34068,2332,2,809
34069,2332,3,817
34070,2332,4,113
34071,2332,5,25
34072,2332,6,417
34073,2332,7,315
34074,2332,8,6
34075,2332,9,352
34076,2332,10,7
34077,2332,11,6
34078,2332,12,940
34079,2332,13,7
34080,2332,14,23
34081,2333,0,0
34082,2333,1,17
34083,2333,2,549
34084,2333,3,111
34085,2333,4,255
34086,2333,5,1131
34087,2333,6,9
34088,2334,0,16
34089,2334,1,1
34090,2334,2,25
34091,2334,3,1289
34092,2334,4,82
34093,2334,5,348
34094,2334,6,83
34095,2334,7,1241
34096,2334,8,6
34097,2334,9,400
34098,2334,10,74
34099,2334,11,1629
34100,2334,12,7
34101,2334,13,4
34102,2334,14,278
34103,2334,15,113
34104,2334,16,1474
34105,2334,17,453
34106,2334,18,6
34107,2334,19,147
34108,2334,20,7
34109,2334,21,6
34110,2334,22,894
34111,2334,23,7
34112,2334,24,9
34113,2335,0,47
34114,2335,1,1140
34115,2335,2,727
34116,2335,3,780
34117,2335,4,1077
34118,2335,5,65
34119,2336,0,24
34120,2336,1,66
34121,2336,2,451
34122,2336,3,564
34123,2336,4,1381
34124,2336,5,1385
34125,2336,6,63
34126,2336,7,6
34127,2336,8,940
34128,2336,9,7
34129,2336,10,23
34130,2337,0,24
34131,2337,1,10
34132,2337,2,6
34133,2337,3,7
34134,2337,4,910
34135,2337,5,290
34136,2337,6,239
34137,2337,7,83
34138,2337,8,378
34139,2337,9,6
34140,2337,10,334
34141,2337,11,74
34142,2337,12,217
34143,2337,13,130
34144,2337,14,7
34145,2337,15,191
34146,2337,16,206
34147,2337,17,1083
34148,2337,18,852
34149,2337,19,25
34150,2337,20,6
34151,2337,21,322
34152,2337,22,7
34153,2337,23,6
34154,2337,24,395
34155,2337,25,74
34156,2337,26,7
34157,2337,27,9
34158,2338,0,16
34159,2338,1,17
34160,2338,2,403
34161,2338,3,197
34162,2338,4,427
34163,2338,5,283
34164,2338,6,387
34165,2338,7,6
34166,2338,8,940
34167,2338,9,7
34168,2338,10,1163
34169,2338,11,23
34170,2339,0,16
34171,2339,1,10
34172,2339,2,387
34173,2339,3,1056
34174,2339,4,478
34175,2339,5,201
34176,2339,6,202
34177,2339,7,6
34178,2339,8,622
34179,2339,9,1057
34180,2339,10,41
34181,2339,11,7
34182,2339,12,225
34183,2339,13,262
34184,2339,14,191
34185,2339,15,6
34186,2339,16,552
34187,2339,17,7
34188,2339,18,43
34189,2339,19,6
34190,2339,20,7
34191,2339,21,644
34192,2339,22,23
34193,2340,0,24
34194,2340,1,17
34195,2340,2,1482
34196,2340,3,803
34197,2340,4,34
34198,2340,5,53
34199,2340,6,6
34200,2340,7,7
34201,2340,8,486
34202,2340,9,15
34203,2341,0,16
34204,2341,1,1
34205,2341,2,178
34206,2341,3,1105
34207,2341,4,417
34208,2341,5,276
34209,2341,6,25
34210,2341,7,44
34211,2341,8,9
34212,2342,0,0
34213,2342,1,17
34214,2342,2,768
34215,2342,3,332
34216,2342,4,156
34217,2342,5,314
34218,2342,6,21
34219,2342,7,1075
34220,2342,8,6
34221,2342,9,292
34222,2342,10,7
34223,2342,11,21
34224,2342,12,832
34225,2342,13,278
34226,2342,14,453
34227,2342,15,1682
34228,2342,16,4
34229,2342,17,1570
34230,2342,18,63
34231,2342,19,4
34232,2342,20,1067
34233,2342,21,15
34234,2343,0,24
34235,2343,1,66
34236,2343,2,6
34237,2343,3,1927
34238,2343,4,7
34239,2343,5,268
34240,2343,6,702
34241,2343,7,560
34242,2343,8,30
34243,2343,9,6
34244,2343,10,7
34245,2343,11,968
34246,2343,12,6
34247,2343,13,7
34248,2343,14,15
34249,2344,0,0
34250,2344,1,1
34251,2344,2,78
34252,2344,3,512
34253,2344,4,1598
34254,2344,5,466
34255,2344,6,216
34256,2344,7,6
34257,2344,8,7
34258,2344,9,676
34259,2344,10,23
34260,2345,0,0
34261,2345,1,10
34262,2345,2,261
34263,2345,3,758
34264,2345,4,119
34265,2345,5,12
34266,2345,6,695
34267,2345,7,271
34268,2345,8,6
34269,2345,9,939
34270,2345,10,7
34271,2345,11,15
34272,2346,0,16
34273,2346,1,17
34274,2346,2,62
34275,2346,3,187
34276,2346,4,325
34277,2346,5,62
34278,2346,6,216
34279,2346,7,6
34280,2346,8,7
34281,2346,9,207
34282,2346,10,191
34283,2346,11,23
34284,2347,0,0
34285,2347,1,17
34286,2347,2,89
34287,2347,3,478
34288,2347,4,359
34289,2347,5,370
34290,2347,6,365
34291,2347,7,23
34292,2348,0,0
34293,2348,1,10
34294,2348,2,163
34295,2348,3,1240
34296,2348,4,898
34297,2348,5,25
34298,2348,6,6
34299,2348,7,1023
34300,2348,8,7
34301,2348,9,43
34302,2348,10,6
34303,2348,11,1065
34304,2348,12,7
34305,2348,13,15
34306,2349,0,0
34307,2349,1,10
34308,2349,2,199
34309,2349,3,12
34310,2349,4,6
34311,2349,5,74
34312,2349,6,7
34313,2349,7,958
34314,2349,8,957
34315,2349,9,73
34316,2349,10,83
34317,2349,11,965
34318,2349,12,6
34319,2349,13,372
34320,2349,14,7
34321,2349,15,15
34322,2350,0,24
34323,2350,1,1
34324,2350,2,114
34325,2350,3,6
34326,2350,4,7
34327,2350,5,29
34328,2350,6,201
34329,2350,7,5
34330,2350,8,333
34331,2350,9,23
34332,2351,0,16
34333,2351,1,878
34334,2351,2,6
34335,2351,3,1600
34336,2351,4,7
34337,2351,5,314
34338,2351,6,6
34339,2351,7,635
34340,2351,8,991
34341,2351,9,1361
34342,2351,10,7
34343,2351,11,276
34344,2351,12,6
34345,2351,13,41
34346,2351,14,7
34347,2351,15,15
34348,2352,0,24
34349,2352,1,1
34350,2352,2,256
34351,2352,3,299
34352,2352,4,255
34353,2352,5,1330
34354,2352,6,9
34355,2353,0,24
34356,2353,1,66
34357,2353,2,581
34358,2353,3,210
34359,2353,4,349
34360,2353,5,1060
34361,2353,6,695
34362,2353,7,1447
34363,2353,8,6
34364,2353,9,622
34365,2353,10,7
34366,2353,11,23
34367,2354,0,16
34368,2354,1,66
34369,2354,2,1307
34370,2354,3,25
34371,2354,4,164
34372,2354,5,6
34373,2354,6,667
34374,2354,7,7
34375,2354,8,608
34376,2354,9,15
34377,2355,0,0
34378,2355,1,17
34379,2355,2,27
34380,2355,3,208
34381,2355,4,537
34382,2355,5,154
34383,2355,6,180
34384,2355,7,895
34385,2355,8,6
34386,2355,9,272
34387,2355,10,562
34388,2355,11,7
34389,2355,12,986
34390,2355,13,1381
34391,2355,14,1083
34392,2355,15,6
34393,2355,16,667
34394,2355,17,7
34395,2355,18,6
34396,2355,19,985
34397,2355,20,7
34398,2355,21,15
34399,2356,0,24
34400,2356,1,17
34401,2356,2,1399
34402,2356,3,435
34403,2356,4,23
34404,2357,0,0
34405,2357,1,1
34406,2357,2,639
34407,2357,3,269
34408,2357,4,703
34409,2357,5,417
34410,2357,6,6
34411,2357,7,42
34412,2357,8,7
34413,2357,9,1917
34414,2357,10,6
34415,2357,11,247
34416,2357,12,7
